Date,company_code_x,Open_x,High_x,Low_x,Close_x,Volume_x,Ex-Dividend_x,Split Ratio_x,Adj. Open_x,Adj. High_x,Adj. Low_x,Adj. Close_x,Adj. Volume_x,Precipitation,Max Temp,Mean Temp,Min Temp,company_code_y,Open_y,High_y,Low_y,Close_y,Volume_y,Ex-Dividend_y,Split Ratio_y,Adj. Open_y,Adj. High_y,Adj. Low_y,Adj. Close_y,Adj. Volume_y,Open,High,Low,Close,Volume,Adj Close,company_code
2012-01-18,CVX,106.0,106.94,105.2,106.83,6581400.0,0.0,1.0,86.98006549284386,87.75139814910116,86.32361216836956,87.66113581698593,6581400.0,0,1.0,3.0,-6.0,FSLR,40.4408,43.74,39.94,42.99,4322100.0,0.0,1.0,40.4408,43.74,39.94,42.99,4322100.0,60.75,61.0,59.55,60.9,1791200.0,58.21,VWS
2012-01-19,CVX,107.21,107.5,105.82,106.93,5666100.0,0.0,1.0,87.9729511461112,88.21091547623315,86.83236349483713,87.74319248254524,5666100.0,0.25,1.0,-4.0,-8.0,FSLR,43.3,44.16,38.36,38.7,10593600.0,0.0,1.0,43.3,44.16,38.36,38.7,10593600.0,61.35,64.9,61.05,64.85,3232800.0,61.98,VWS
2012-01-20,CVX,106.95,107.2,106.25,106.89,7284600.0,0.0,1.0,87.7596038156571,87.9647454795553,87.18520715674204,87.7103698163215,7284600.0,1.27,0.0,-3.0,-6.0,FSLR,38.78,39.61,37.9,38.45,3945600.0,0.0,1.0,38.78,39.61,37.9,38.45,3945600.0,65.0,66.6,63.15,63.5,2687200.0,60.69,VWS
2012-01-23,CVX,106.99,107.5,106.56,107.01,6506700.0,0.0,1.0,87.7924264818808,88.21091547623315,87.43958281997587,87.80883781499266,6506700.0,5.08,8.0,3.0,-2.0,FSLR,38.56,39.63,37.67,37.87,3157600.0,0.0,1.0,38.56,39.63,37.67,37.87,3157600.0,63.75,66.55,63.65,66.35,2314100.0,63.42,VWS
2012-01-24,CVX,106.45,107.09,106.18,106.72,5041400.0,0.0,1.0,87.34932048786068,87.87448314744009,87.12776749085056,87.57087348487072,5041400.0,0.25,3.0,9.0,6.0,FSLR,37.55,38.42,36.33,38.08,2777400.0,0.0,1.0,37.55,38.42,36.33,38.08,2777400.0,65.95,65.95,63.15,64.6,2041500.0,61.75,VWS
2012-01-25,CVX,106.37,108.0,105.09,107.73,8020700.0,0.0,1.0,87.28367515541322,88.6211988040296,86.23334983625435,88.39964580701952,8020700.0,0,6.0,4.0,2.0,FSLR,38.41,38.96,37.61,38.61,2581900.0,0.0,1.0,38.41,38.96,37.61,38.61,2581900.0,65.25,66.25,62.95,63.45,1827500.0,60.65,VWS
2012-01-26,CVX,108.03,108.57,106.35,106.59,7000400.0,0.0,1.0,88.64581580369737,89.08892179771752,87.26726382230137,87.46419981964365,7000400.0,4.32,5.0,2.0,-1.0,FSLR,38.9,41.75,38.9,40.94,4675000.0,0.0,1.0,38.9,41.75,38.9,40.94,4675000.0,63.95,65.8,63.6,64.9,1959700.0,62.03,VWS
2012-01-27,CVX,104.3899,104.67,103.12,103.96,10581500.0,0.0,1.0,85.65887112067378,85.88871184090534,84.6168335247364,85.30610951543441,10581500.0,22.61,8.0,6.0,3.0,FSLR,41.01,46.27,41.0,45.54,7867800.0,0.0,1.0,41.01,46.27,41.0,45.54,7867800.0,64.5,65.0,63.05,63.5,1652600.0,60.69,VWS
2012-01-30,CVX,103.4001,103.5,102.08,103.41,7615700.0,0.0,1.0,84.84667424496796,84.92864885386169,83.76344420291981,84.85479785485833,7615700.0,T,4.0,2.0,-1.0,FSLR,44.49,47.1,43.29,43.8,5113400.0,0.0,1.0,44.49,47.1,43.29,43.8,5113400.0,63.15,65.45,61.65,61.95,2403800.0,59.21,VWS
2012-01-31,CVX,104.61,104.78,102.4,103.12,8320100.0,0.0,1.0,85.83947784156976,85.97897417302056,84.02602553270955,84.6168335247364,8320100.0,0,8.0,4.0,-1.0,FSLR,45.36,45.48,42.07,42.28,5193700.0,0.0,1.0,45.36,45.48,42.07,42.28,5193700.0,62.9,65.0,62.55,64.1,2206600.0,61.27,VWS
2012-02-01,CVX,104.42,104.42,102.68,102.79,7824500.0,0.0,1.0,85.68357017700713,85.68357017700713,84.25578419627554,84.34604652839077,7824500.0,T,11.0,8.0,2.0,FSLR,43.49,43.78,42.1,42.68,2990400.0,0.0,1.0,43.49,43.78,42.1,42.68,2990400.0,64.05,65.0,63.45,65.0,1809700.0,62.13,VWS
2012-02-02,CVX,103.03,103.96,102.88,103.69,5897200.0,0.0,1.0,84.54298252573305,85.30610951543441,84.41989752739411,85.08455651842434,5897200.0,T,7.0,3.0,-1.0,FSLR,42.98,45.58,42.11,44.74,3817800.0,0.0,1.0,42.98,45.58,42.11,44.74,3817800.0,65.1,65.9,63.85,65.25,2441400.0,62.37,VWS
2012-02-03,CVX,104.91,105.6,104.48,105.5,6818600.0,0.0,1.0,86.08564783824762,86.6518388306067,85.73280417634271,86.56978216504744,6818600.0,0,4.0,0.0,-4.0,FSLR,45.87,46.24,44.94,45.16,2704500.0,0.0,1.0,45.87,46.24,44.94,45.16,2704500.0,65.25,75.0,64.55,74.45,7278100.0,71.16,VWS
2012-02-06,CVX,104.62,106.76,104.37,106.67,6443600.0,0.0,1.0,85.84768350812571,87.60369615109444,85.64254184422748,87.52984515209108,6443600.0,0,10.0,4.0,-2.0,FSLR,45.21,47.2844,44.54,46.495,4110200.0,0.0,1.0,45.21,47.2844,44.54,46.495,4110200.0,72.3,72.45,68.15,68.7,4071000.0,65.66,VWS
2012-02-07,CVX,106.02,107.06,105.44,106.83,6034700.0,0.0,1.0,86.9964768259557,87.84986614777229,86.52054816571184,87.66113581698593,6034700.0,0,8.0,3.0,-1.0,FSLR,46.12,47.99,46.0,46.59,3070200.0,0.0,1.0,46.12,47.99,46.0,46.59,3070200.0,68.5,68.6,66.0,66.75,2715400.0,63.8,VWS
2012-02-08,CVX,107.27,107.5,106.09,106.76,5383700.0,0.0,1.0,88.0221851454468,88.21091547623315,87.0539164918472,87.60369615109444,5383700.0,0,3.0,-1.0,-6.0,FSLR,46.71,47.36,45.39,45.81,2659900.0,0.0,1.0,46.71,47.36,45.39,45.81,2659900.0,59.0,60.15,56.6,57.5,13869500.0,54.96,VWS
2012-02-09,CVX,107.18,107.4101,106.07,106.37,4751400.0,0.0,1.0,87.94833414644344,88.13714653389536,87.03750515873536,87.28367515541322,4751400.0,0,8.0,4.0,-1.0,FSLR,46.3,50.2,45.61,49.025,8215400.0,0.0,1.0,46.3,50.2,45.61,49.025,8215400.0,58.2,59.45,57.55,59.45,4418200.0,56.82,VWS
2012-02-10,CVX,105.19,105.52,104.58,105.28,6136800.0,0.0,1.0,86.31540650181363,86.58619349815928,85.81486084190199,86.389257500817,6136800.0,T,10.0,4.0,-1.0,FSLR,46.56,46.7899,43.67,43.91,7351600.0,0.0,1.0,46.56,46.7899,43.67,43.91,7351600.0,59.7,60.45,57.05,57.15,3617000.0,54.63,VWS
2012-02-13,CVX,106.16,106.53,105.45,106.38,4695500.0,0.0,1.0,87.11135615773871,87.41496582030805,86.52875383226778,87.29188082196914,4695500.0,T,5.0,-2.0,-8.0,FSLR,44.49,44.77,41.301,41.72,5414400.0,0.0,1.0,44.49,44.77,41.301,41.72,5414400.0,57.75,58.5,55.2,55.45,2928600.0,53.0,VWS
2012-02-14,CVX,106.25,106.53,105.565,106.49,5974800.0,0.0,1.0,87.18520715674204,87.41496582030805,86.62311899766097,87.38214315408436,5974800.0,0,7.0,2.0,-2.0,FSLR,39.92,40.01,37.88,39.21,7523400.0,0.0,1.0,39.92,40.01,37.88,39.21,7523400.0,55.3,55.8,51.5,51.95,4512600.0,49.65,VWS
2012-02-15,CVX,106.24,106.24,104.59,105.0,6553800.0,0.81,1.0,87.84950978739614,87.84950978739614,86.48513016438032,86.82415782828122,6553800.0,T,6.0,4.0,1.0,FSLR,39.9799,40.33,39.0,39.11,3513400.0,0.0,1.0,39.9799,40.33,39.0,39.11,3513400.0,52.65,53.8,51.95,52.8,3432800.0,50.47,VWS
2012-02-16,CVX,105.52,106.57,104.8,106.52,5733900.0,0.0,1.0,87.25414413371651,88.12238571199931,86.65877848003687,88.08104087493824,5733900.0,1.02,7.0,4.0,2.0,FSLR,39.24,39.8,38.95,39.71,2291900.0,0.0,1.0,39.24,39.8,38.95,39.71,2291900.0,52.5,53.45,49.77,53.0,4780000.0,50.66,VWS
2012-02-17,CVX,107.02,107.24,106.04,106.66,5666500.0,0.0,1.0,88.49448924554909,88.67640652861787,87.68413043915182,88.19680641870926,5666500.0,0.25,2.0,8.0,3.0,FSLR,43.05,45.2,42.23,42.59,9065300.0,0.0,1.0,43.05,45.2,42.23,42.59,9065300.0,54.05,57.6,53.5,55.05,4593900.0,52.62,VWS
2012-02-21,CVX,107.51,108.5,107.44,108.41,7149000.0,0.0,1.0,88.89966864874775,89.71829642255726,88.84178587686222,89.6438757158473,7149000.0,T,7.0,2.0,-2.0,FSLR,43.16,43.48,42.0,42.38,3150200.0,0.0,1.0,43.16,43.48,42.0,42.38,3150200.0,58.4,59.15,56.3,58.5,2327600.0,55.92,VWS
2012-02-22,CVX,108.16,108.56,107.2,107.5,7150000.0,0.0,1.0,89.43715153054188,89.76791022703054,88.64333065896902,88.89139968133553,7150000.0,0,14.0,8.0,2.0,FSLR,42.05,42.05,40.2522,40.45,3949600.0,0.0,1.0,42.05,42.05,40.2522,40.45,3949600.0,59.4,59.95,57.75,57.85,2186700.0,55.29,VWS
2012-02-23,CVX,107.54,108.5,107.32,108.35,5504800.0,0.0,1.0,88.9244755509844,89.71829642255726,88.74255826791561,89.59426191137398,5504800.0,1.27,3.0,9.0,5.0,FSLR,38.7,38.99,36.65,37.2,7914400.0,0.0,1.0,38.7,38.99,36.65,37.2,7914400.0,57.55,60.5,55.45,57.1,4536300.0,54.58,VWS
2012-02-24,CVX,108.8,109.4,108.5,109.08,5833300.0,0.0,1.0,89.96636544492377,90.4625034896568,89.71829642255726,90.19789653246583,5833300.0,13.72,6.0,4.0,2.0,FSLR,37.72,37.93,35.48,35.58,7069300.0,0.0,1.0,37.72,37.93,35.48,35.58,7069300.0,57.8,58.85,56.5,58.35,3076500.0,55.77,VWS
2012-02-27,CVX,108.29,110.22,108.28,109.63,7723400.0,0.0,1.0,89.54464810690071,91.14055881745865,89.53637913948847,90.6526897401378,7723400.0,0,11.0,4.0,-3.0,FSLR,35.1007,36.35,34.5,36.13,4971200.0,0.0,1.0,35.1007,36.35,34.5,36.13,4971200.0,58.35,58.95,57.2,57.95,2081800.0,55.39,VWS
2012-02-28,CVX,109.68,110.4,109.18,109.61,9132500.0,0.0,1.0,90.69403457719886,91.28940023087854,90.28058620658804,90.63615180531338,9132500.0,0,9.0,5.0,1.0,FSLR,36.45,37.18,35.91,36.4,7369300.0,0.0,1.0,36.45,37.18,35.91,36.4,7369300.0,58.55,58.9,56.9,57.25,1994300.0,54.72,VWS
2012-02-29,CVX,110.4,110.92,108.92,109.12,10572800.0,0.0,1.0,91.28940023087854,91.71938653631383,90.06559305387039,90.23097240211472,10572800.0,7.37,2.0,1.0,-1.0,FSLR,33.7,34.0132,31.86,32.3,13180300.0,0.0,1.0,33.7,34.0132,31.86,32.3,13180300.0,57.55,58.55,57.05,57.4,2024900.0,54.86,VWS
2012-03-01,CVX,109.17,110.14,109.1,109.76,5980100.0,0.0,1.0,90.27231723917579,91.07440707816087,90.21443446729029,90.76018631649664,5980100.0,14.73,3.0,-1.0,-4.0,FSLR,32.46,32.55,30.19,30.42,11943400.0,0.0,1.0,32.46,32.55,30.19,30.42,11943400.0,57.25,57.4,55.55,56.45,1998500.0,53.96,VWS
2012-03-02,CVX,109.5,109.87,109.0,109.61,5377100.0,0.0,1.0,90.54519316377899,90.85114495803104,90.13174479316812,90.63615180531338,5377100.0,0,2.0,-2.0,-5.0,FSLR,30.36,30.76,29.9,30.02,8518900.0,0.0,1.0,30.36,30.76,29.9,30.02,8518900.0,56.9,58.05,55.9,57.65,1833200.0,55.1,VWS
2012-03-05,CVX,109.14,109.45,108.14,109.32,5941500.0,0.0,1.0,90.24751033693916,90.50384832671793,89.42061359571743,90.39635175035906,5941500.0,0,3.0,0.0,-4.0,FSLR,29.95,30.07,27.5,28.08,10973100.0,0.0,1.0,29.95,30.07,27.5,28.08,10973100.0,57.8,58.35,56.6,57.45,1117800.0,54.91,VWS
2012-03-06,CVX,108.14,109.03,108.0,108.85,7480800.0,0.0,1.0,89.42061359571743,90.15655169540476,89.30484805194641,90.00771028198486,7480800.0,0,4.0,-1.0,-7.0,FSLR,27.59,28.53,27.5,27.63,6999700.0,0.0,1.0,27.59,28.53,27.5,27.63,6999700.0,57.2,57.35,53.55,54.05,2722800.0,51.66,VWS
2012-03-07,CVX,109.0,109.95,108.19,109.46,6867900.0,0.0,1.0,90.13174479316812,90.91729669732875,89.46195843277852,90.51211729413008,6867900.0,0,17.0,8.0,0.0,FSLR,28.0,28.25,25.5,25.8,11784700.0,0.0,1.0,28.0,28.25,25.5,25.8,11784700.0,53.9,55.3,53.5,53.5,2711400.0,51.14,VWS
2012-03-08,CVX,109.8,110.57,109.56,110.03,5505400.0,0.0,1.0,90.7932621861455,91.4299726768862,90.59480696825227,90.98344843662649,5505400.0,0,20.0,15.0,10.0,FSLR,25.55,26.89,25.29,26.15,7110200.0,0.0,1.0,25.55,26.89,25.29,26.15,7110200.0,54.4,55.7,53.8,55.0,2227100.0,52.57,VWS
2012-03-09,CVX,109.89,110.41,109.37,109.57,5704200.0,0.0,1.0,90.86768289285546,91.29766919829076,90.43769658742016,90.60307593566448,5704200.0,T,16.0,9.0,2.0,FSLR,26.05,27.88,26.04,27.49,6814400.0,0.0,1.0,26.05,27.88,26.04,27.49,6814400.0,55.45,57.15,55.0,56.1,2322900.0,53.62,VWS
2012-03-12,CVX,109.65,110.0,109.16,110.0,5324700.0,0.0,1.0,90.66922767496223,90.95864153438984,90.26404827176356,90.95864153438984,5324700.0,0,22.0,14.0,6.0,FSLR,27.6,27.97,25.6,25.83,7022300.0,0.0,1.0,27.6,27.97,25.6,25.83,7022300.0,56.2,57.15,54.9,55.8,2729400.0,53.33,VWS
2012-03-13,CVX,110.22,111.31,109.43,111.19,7331000.0,0.0,1.0,91.14055881745865,92.0418762653903,90.48731039189344,91.94264865644371,7331000.0,1.78,22.0,16.0,9.0,FSLR,26.05,27.42,25.83,27.32,5088800.0,0.0,1.0,26.05,27.42,25.83,27.32,5088800.0,56.4,56.75,55.4,56.75,1705700.0,54.24,VWS
2012-03-14,CVX,111.05,112.28,110.54,110.69,8819400.0,0.0,1.0,91.82688311267263,92.84396610437538,91.40516577464956,91.52920028583284,8819400.0,0,14.0,9.0,4.0,FSLR,28.0,28.45,26.86,27.1,4618500.0,0.0,1.0,28.0,28.45,26.86,27.1,4618500.0,56.5,59.0,56.4,57.9,3980300.0,55.34,VWS
2012-03-15,CVX,110.51,110.93,109.465,110.03,8899400.0,0.0,1.0,91.38035887241293,91.72765550372608,90.51625177783623,90.98344843662649,8899400.0,T,6.0,4.0,3.0,FSLR,27.19,28.14,27.11,27.84,3725600.0,0.0,1.0,27.19,28.14,27.11,27.84,3725600.0,58.15,62.8,58.15,61.1,7038800.0,58.4,VWS
2012-03-16,CVX,110.43,110.83,110.1,110.28,11092500.0,0.0,1.0,91.31420713311519,91.64496582960388,91.041331208512,91.19017262193192,11092500.0,1.78,8.0,6.0,3.0,FSLR,28.38,29.37,28.08,29.08,5218700.0,0.0,1.0,28.38,29.37,28.08,29.08,5218700.0,61.2,64.25,61.0,63.95,4638500.0,61.12,VWS
2012-03-19,CVX,110.52,111.055,110.3,110.7,5695000.0,0.0,1.0,91.38862783982513,91.83101759637877,91.20671055675636,91.53746925324505,5695000.0,0,23.0,16.0,7.0,FSLR,28.98,29.63,28.36,28.67,3213800.0,0.0,1.0,28.98,29.63,28.36,28.67,3213800.0,64.8,66.35,61.5,62.4,4413300.0,59.64,VWS
2012-03-20,CVX,109.93,109.93,108.93,109.08,6158300.0,0.0,1.0,90.90075876250431,90.90075876250431,90.0738620212826,90.19789653246583,6158300.0,0,19.0,13.0,7.0,FSLR,28.31,28.62,27.08,27.46,6257300.0,0.0,1.0,28.31,28.62,27.08,27.46,6257300.0,62.05,62.35,58.15,59.3,3524100.0,56.68,VWS
2012-03-21,CVX,108.95,109.02,107.352,107.91,7549900.0,0.0,1.0,90.09039995610705,90.14828272799255,88.76901896363472,89.23042734523644,7549900.0,0,26.0,19.0,13.0,FSLR,27.25,27.43,25.73,26.33,7185300.0,0.0,1.0,27.25,27.43,25.73,26.33,7185300.0,59.25,60.35,58.3,58.8,1795900.0,56.2,VWS
2012-03-22,CVX,106.85,106.99,105.03,105.35,8282100.0,0.0,1.0,88.3539167995414,88.46968234331244,86.84896473051786,87.11357168770881,8282100.0,0,28.0,21.0,13.0,FSLR,26.33,27.35,26.3,26.95,4905700.0,0.0,1.0,26.33,27.35,26.3,26.95,4905700.0,58.95,59.35,57.05,58.25,1944900.0,55.68,VWS
2012-03-23,CVX,105.68,106.9,104.85,106.36,6600300.0,0.0,1.0,87.386447612312,88.3952616366025,86.70012331709795,87.94873739634278,6600300.0,0,24.0,19.0,14.0,FSLR,26.84,26.98,25.85,26.11,4857000.0,0.0,1.0,26.84,26.98,25.85,26.11,4857000.0,58.3,60.0,57.8,60.0,2102200.0,57.35,VWS
2012-03-26,CVX,107.23,107.97,106.83,107.84,5311100.0,0.0,1.0,88.66813756120567,89.28004114970976,88.33737886471697,89.17254457335092,5311100.0,T,10.0,5.0,0.0,FSLR,26.43,26.99,26.22,26.42,3330200.0,0.0,1.0,26.43,26.99,26.22,26.42,3330200.0,59.9,61.05,58.35,60.95,1994900.0,58.26,VWS
2012-03-27,CVX,107.88,108.0,107.01,107.04,4327700.0,0.0,1.0,89.2056204429998,89.30484805194641,88.48622027813688,88.51102718037356,4327700.0,0,9.0,3.0,-3.0,FSLR,26.25,26.85,26.01,26.11,3270400.0,0.0,1.0,26.25,26.85,26.01,26.11,3270400.0,60.55,60.85,58.0,58.15,2305100.0,55.58,VWS
2012-03-28,CVX,106.57,106.96,105.2,105.89,6816400.0,0.0,1.0,88.12238571199931,88.44487544107582,86.98953717652556,87.56009592796855,6816400.0,1.52,10.0,7.0,4.0,FSLR,26.06,26.23,24.5,25.07,6851200.0,0.0,1.0,26.06,26.23,24.5,25.07,6851200.0,58.2,59.4,57.6,58.2,1786800.0,55.63,VWS
2012-03-29,CVX,105.08,107.02,104.92,106.85,5793900.0,0.0,1.0,86.89030956757894,88.49448924554909,86.75800608898348,88.3539167995414,5793900.0,0.25,8.0,6.0,4.0,FSLR,24.83,25.32,24.5,25.12,4396400.0,0.0,1.0,24.83,25.32,24.5,25.12,4396400.0,57.8,58.7,55.4,55.6,2322200.0,53.14,VWS
2012-03-30,CVX,107.04,107.245,106.41,107.21,6121000.0,0.0,1.0,88.51102718037356,88.68054101232401,87.99008223340384,88.65159962638123,6121000.0,0,11.0,7.0,2.0,FSLR,25.29,25.47,24.61,25.05,2697700.0,0.0,1.0,25.29,25.47,24.61,25.05,2697700.0,57.7,59.3,56.35,56.6,2823700.0,54.1,VWS
2012-04-02,CVX,106.85,108.79,106.6,108.3,5188400.0,0.0,1.0,88.3539167995414,89.95809647751156,88.14719261423599,89.5529170743129,5188400.0,1.27,12.0,8.0,4.0,FSLR,25.14,25.16,24.51,24.53,3485700.0,0.0,1.0,25.14,25.16,24.51,24.53,3485700.0,57.4,57.45,54.6,55.3,3214400.0,52.86,VWS
2012-04-03,CVX,107.93,108.23,106.23,107.14,4690300.0,0.0,1.0,89.24696528006088,89.49503430242741,87.84124081998394,88.5937168544957,4690300.0,0,15.0,9.0,2.0,FSLR,24.3,24.35,22.42,22.6,8703300.0,0.0,1.0,24.3,24.35,22.42,22.6,8703300.0,55.55,55.95,54.25,54.95,2189900.0,52.52,VWS
2012-04-04,CVX,106.25,106.26,105.03,105.6,5430600.0,0.0,1.0,87.85777875480836,87.86604772222059,86.84896473051786,87.32029587301426,5430600.0,T,18.0,12.0,6.0,FSLR,22.09,23.05,21.5,21.73,8950700.0,0.0,1.0,22.09,23.05,21.5,21.73,8950700.0,54.5,54.65,52.5,52.5,2308200.0,50.18,VWS
2012-04-05,CVX,105.17,105.9,104.33,104.75,5982700.0,0.0,1.0,86.9647302742889,87.56836489538077,86.27013701166265,86.61743364297578,5982700.0,0,11.0,8.0,4.0,FSLR,21.65,22.0,20.5,20.98,8571300.0,0.0,1.0,21.65,22.0,20.5,20.98,8571300.0,52.5,52.5,52.5,52.5,0.0,50.18,VWS
2012-04-09,CVX,103.3,104.08,102.85,103.49,4983400.0,0.0,1.0,85.41843336820428,86.06341282635721,85.0463298346545,85.57554374903641,4983400.0,0,14.0,11.0,6.0,FSLR,20.49,20.92,20.05,20.19,4722700.0,0.0,1.0,20.49,20.92,20.05,20.19,4722700.0,52.5,52.5,52.5,52.5,0.0,50.18,VWS
2012-04-10,CVX,103.25,103.38,101.4,101.45,8907500.0,0.0,1.0,85.3770885311432,85.48458510750201,83.84732955988301,83.88867439694407,8907500.0,0,7.0,12.0,6.0,FSLR,20.16,21.84,20.02,21.38,9073000.0,0.0,1.0,20.16,21.84,20.02,21.38,9073000.0,51.75,51.9,50.2,50.2,3085300.0,47.98,VWS
2012-04-11,CVX,102.31,102.45,100.78,100.95,8570100.0,0.0,1.0,84.59980559439478,84.71557113816581,83.33465358032555,83.47522602633323,8570100.0,0,12.0,9.0,7.0,FSLR,21.7,23.88,21.365,22.5,13873700.0,0.0,1.0,21.7,23.88,21.365,22.5,13873700.0,50.5,51.35,47.83,50.65,5807200.0,48.41,VWS
2012-04-12,CVX,100.89,102.86,100.51,102.59,6451900.0,0.0,1.0,83.42561222185992,85.05459880206672,83.11139146019569,84.83133668193686,6451900.0,8.13,13.0,10.0,6.0,FSLR,22.62,22.959,21.6,22.0,7500300.0,0.0,1.0,22.62,22.959,21.6,22.0,7500300.0,52.1,52.75,49.52,50.55,2907400.0,48.32,VWS
2012-04-13,CVX,102.29,102.36,100.72,100.78,6847100.0,0.0,1.0,84.58326765957034,84.64115043145586,83.28503977585223,83.33465358032555,6847100.0,0,8.0,12.0,5.0,FSLR,21.82,22.47,20.75,20.83,6335100.0,0.0,1.0,21.82,22.47,20.75,20.83,6335100.0,50.7,50.8,48.63,48.95,4786800.0,46.79,VWS
2012-04-16,CVX,101.62,102.2413,101.17,101.51,6065100.0,0.0,1.0,84.02924684295178,84.54299778827284,83.657143309402,83.93828820141741,6065100.0,T,31.0,23.0,15.0,FSLR,21.31,21.55,20.55,20.82,5223600.0,0.0,1.0,21.31,21.55,20.55,20.82,5223600.0,54.65,59.75,53.95,55.55,11962400.0,53.1,VWS
2012-04-17,CVX,102.46,104.09,102.34,103.62,5500900.0,0.0,1.0,84.723840105578,86.07168179376944,84.62461249663144,85.68304032539523,5500900.0,0,29.0,22.0,14.0,FSLR,21.63,23.8,20.53,22.96,16783500.0,0.0,1.0,21.63,23.8,20.53,22.96,16783500.0,54.8,54.95,52.05,53.35,3282000.0,50.99,VWS
2012-04-18,CVX,103.42,103.97,102.85,103.39,4836200.0,0.0,1.0,85.51766097715088,85.97245418482285,85.0463298346545,85.49285407491423,4836200.0,0,17.0,13.0,9.0,FSLR,23.7,23.75,21.28,21.35,9733900.0,0.0,1.0,23.7,23.75,21.28,21.35,9733900.0,53.05,53.05,50.95,51.65,2811100.0,49.37,VWS
